id,sentence_pt,reference_en,seamless_translation,latency_sec
common_voice_pt_19787422,Um pássaro branco está voando fora da superfície da água.,A white bird is flying over the water’s surface.,A white bird is flying off the water surface.,0.8558084964752197
common_voice_pt_20069133,Um grupo de estudantes está sentado no campus.,A group of students is sitting down on campus.,A group of students is sitting on campus.,0.6823952198028564
common_voice_pt_20069131,Isso deve obviamente ser um desafio para ela.,This obviously must be a challenge for her.,This must obviously be a challenge for her.,0.7860641479492188
common_voice_pt_20069129,Um homem usa ferramentas para trabalhar em um portão mecânico.,A man uses tools to work on an electric gate.,A man uses tools to work on a mechanical gate.,0.8628072738647461
common_voice_pt_19612296,Esta é a imagem de seis crianças asiáticas com pandeiros,This is the image of six Asian children with tambourines.,This is the image of six Asian children with pandas.,0.8923282623291016
common_voice_pt_19612298,Eu sou tão prisioneiro quanto você.,I am as much a prisoner as you.,I'm as much a prisoner as you are.,0.8068106174468994
common_voice_pt_19612297,Um homem e seu filho no lago,A man and his son at the lake.,A man and his son on the lake.,0.6976954936981201
common_voice_pt_19612295,Karen não virá hoje.,Karen is not coming today.,Karen is a virgin.,0.6264827251434326
common_voice_pt_19612294,Ele gostou da água em seu copo.,He enjoyed the water in his glass.,He liked the water in his glass.,0.8368034362792969
common_voice_pt_20069762,Dois homens que jogam o frisbee ao ar livre em um campo.,Two men playing frisbee in a field outdoors.,Two men playing outdoor Frisbee in a field.,0.8502168655395508
common_voice_pt_20069765,"É um clube privado, apenas para as pessoas mais respeitáveis.","It’s a private club, only accessible to the most respectable people.","It's a private club, only for the most respectable people.",0.9317774772644043
common_voice_pt_20069761,Eu preciso de horários de filmes,I need the movie showing time.,I need movie schedules.,0.5643391609191895
common_voice_pt_20069763,Atrás da cruz está o diabo.,Behind the cross is the devil.,Behind the cross is the devil.,0.7571959495544434
common_voice_pt_20115858,Algumas crianças estão jogando em um forte.,Some children are playing in a fort.,Some children are playing in a fort.,0.8364944458007812
common_voice_pt_20115857,Mantenha-nos longe de maio poeira e lama agosto.,Keep us away from dusty May and muddy August.,"Keep us away from May, dust and mud August.",0.8679344654083252
common_voice_pt_20115856,Óculos espessos ajudaram-no a ler a impressão.,Thick glasses helped him to read the printout.,Thick glasses helped him read the print.,0.8357155323028564
common_voice_pt_19895796,Cinco trabalhadores da construção civil em capacetes e coletes amarelos estão ocupados no trabalho.,Five construction workers in yellow helmets and vests are busy at work.,Five construction workers in helmets and yellow vests are busy at work.,0.9493136405944824
common_voice_pt_19895792,Construído janeiro décimo nono? dezenove dezessete? o monumento está celebrando agora o seu centenário.,"Building January nineteenth? Nineteen seventeen? The monument is now celebrating, it's centenary.","Built in January, the monument is now celebrating its centenary.",1.3725900650024414
common_voice_pt_19895793,As pessoas tomam lições de kickboxing no parque.,People take kickboxing lessons at the park.,People take kickboxing lessons in the park.,0.7408380508422852
common_voice_pt_19895790,Uma competição em cavalos em um dia bonito entre o verde.,A horse's competition on a beautiful day among the green.,A horse race on a beautiful day among the green.,0.8423352241516113
common_voice_pt_19438866,A caneta é mais forte do que a espada.,The pen is stronger than the sword.,The pen is stronger than the sword.,0.6426188945770264
common_voice_pt_19438867,É sábio compreender o todo.,It's wise to understand the whole.,It is wise to understand everything.,0.735865592956543
common_voice_pt_19438868,Ele estava tão longe que seu rosto nem era visível.,He was so far away that his face wasn't even visible.,He was so far away that his face was not even visible.,0.9558498859405518
common_voice_pt_19438865,Senhas fortes não precisam ser difíceis de lembrar.,Strong passwords don't have to be difficult to remember.,Strong passwords dont have to be hard to remember.,1.003960371017456
common_voice_pt_19438869,Acho melhor eu ir embora.,I think I should go.,I think I'd better get out of here.,0.7500865459442139
common_voice_pt_19804619,Um chá de limão pode ser ótimo para beber neste verão.,A lemon tea may be a great choice to drink this summer.,A lemon tea might be great to drink this summer.,1.0064630508422852
common_voice_pt_19804620,Fumar em locais onde é proibido por razões de segurança e higiene.,Smoking in places where it's prohibited for safety and hygiene reasons.,Smoking in places where it is prohibited for safety and hygiene reasons.,1.052119255065918
common_voice_pt_19804621,Um homem jogando Papai Noel com óculos no nariz.,A man playing Santa Claus with his glasses over his nose.,A man playing Santa Claus with glasses on his nose.,0.8705201148986816
common_voice_pt_19804622,Pense no que você gostaria de melhorar em sua versão personalizada.,Think about what you would like to improve in your customized version.,Think about what you would like to improve in your customized version.,1.0538074970245361
common_voice_pt_19804623,Mas como?,But how?,But how?,0.5191991329193115
common_voice_pt_19401553,Paris parecer ser um bom destino.,Paris seems to be a good destination.,Paris seems to be a good destination.,0.7138557434082031
common_voice_pt_19401555,A Tailândia acabou sendo um feriado muito satisfatório.,Thailand turned out to be a satisfying holiday.,Thailand ended up being a very satisfying holiday.,0.8322598934173584
common_voice_pt_19401551,"""Muito melhor?"" disse o velho.","""Much better?"" said the old man.","""Much better,"" said the old man.",0.8428037166595459
common_voice_pt_19401554,Não é possível voltar pelos caminhos agitados.,It's not possible to go back to rough paths.,It is not possible to return by the right paths.,1.0556156635284424
common_voice_pt_19401552,A viagem estava chegando ao fim,The trip was coming to an end,The journey was coming to an end.,0.8579561710357666
common_voice_pt_19488121,Isto é para você.,This is for you.,This is for you.,0.5499961376190186
common_voice_pt_19488122,Eu quero ouvir Merry Go Round por Gary Nichols do Groove Shark por favor.,"I want to hear Merry Go Round by Gary Nichols from Groove Shark, please.",I want to hear Merry Go Round by Gary Nichols from Grill Shark please.,1.2540533542633057
common_voice_pt_19488123,Quatro mulheres que jogam o hóquei lutam sobre um disco.,Four women playing hockey fight over a puck.,Four women playing hockey fight over a disc.,0.8252153396606445
common_voice_pt_19488120,Não havia como todos saberem sobre alquimia.,It wasn't possible for everyone to know about alchemy.,Not everyone knew about alchemy.,0.797224760055542
common_voice_pt_19488119,Uma tigela de arroz.,A rice bowl.,A bowl of rice.,0.5889155864715576
common_voice_pt_19629836,Três colegas de equipe na ação em um campo de grama.,Three teammates in action in a grass field.,Three teammates in action on a grass field.,0.7786450386047363
common_voice_pt_19629829,Encontre filmes animados na área.,Find animated movies in the area.,Find animated movies in the area.,0.6192607879638672
common_voice_pt_19629831,Um homem velho em uma jaqueta vermelha está dormindo lá fora.,An old man in a red jacket is sleeping outside.,An old man in a red jacket is sleeping outside.,0.8620259761810303
common_voice_pt_19629833,Um homem está cantando em um microfone e outro homem está tocando violão.,A man is singing with a microphone and another man is playing the guitar.,A man is singing into a microphone and another man is playing the violin.,1.0832479000091553
common_voice_pt_19629838,Qual será o tempo aqui?,How long will you be here?,What will the weather be like here?,0.6062314510345459
common_voice_pt_19401456,Você acha que Steven teria deixado você manter isso?,Do you think Steven would have allowed you to keep this?,Do you think Steven would have let you keep that?,0.8358123302459717
common_voice_pt_19401455,Esta pessoa está escalando o lado de uma montanha.,This person is climbing the side of a mountain.,This person is climbing the side of a mountain.,0.8849198818206787
common_voice_pt_19401457,Infelizmente! meu sonho de se tornar um sussurro de esquilo pode nunca acontecer.,Unfortunately! My dream of becoming a squirrel whisperer may never happen.,"Unfortunately, my dream of becoming a squirrel whisperer may never come true.",1.200232982635498
common_voice_pt_19401454,Eu irei explicar isso na classe hoje.,I will explain this in class today.,I'll explain that in class today.,0.7747025489807129
common_voice_pt_19401458,Até mesmo Wenchuang tem que colocar novos elementos.,Even Wenchuang has to add new elements.,Even Wenchuan has to put in new elements.,0.8164243698120117
common_voice_pt_19817912,Um homem olha para uma pilha de melões carregados em um veículo,A man looks to a pile of melons being carried by a vehicle.,A man looks at a pile of melons loaded into a vehicle.,1.004450798034668
common_voice_pt_19817909,Semeie a salsa em maio e durante todo o ano você a terá.,Plant parsley in May and you will have it throughout the year.,Sow the sauce in May and throughout the year you will have it.,1.1131322383880615
common_voice_pt_19817908,Estar constantemente brigando,Constantly fighting.,Being constantly fighting,0.48549938201904297
common_voice_pt_19817910,Eu estou tão feliz.,I'm so happy.,I'm so happy for you.,0.5454685688018799
common_voice_pt_19817911,Por favor carteiro,Please postman.,"Please, postman.",0.45884275436401367
common_voice_pt_19549941,Uma família indiana está unida em um corpo de água olhando para fora.,An Indian family is united in a waterbody looking out of it.,An Indian family is united in a body of water looking out.,0.783393144607544
common_voice_pt_19549942,"Durante os testes de entrada, todos os candidatos terão acesso aos vestiários.","During the tests, all candidates will have access to the locker rooms.","During the entrance tests, all candidates will have access to the locker rooms.",0.9485340118408203
common_voice_pt_19549938,reservar uma mesa em Big City Burrito em Tower City,Book a table at the Big City Burrito in Tower City.,They booked me a table at Big City Burrito in Tower City.,0.9344639778137207
