id,sentence_pt,reference_en,canary_translation,latency_sec
common_voice_pt_19787423,O tronco de uma estátua.,The trunk of a statue.,The trunk of a statue.,0.29815673828125
common_voice_pt_19787422,Um pássaro branco está voando fora da superfície da água.,A white bird is flying over the water’s surface.,A white bird is flying out of the water's surface.,0.4827237129211426
common_voice_pt_20069133,Um grupo de estudantes está sentado no campus.,A group of students is sitting down on campus.,A group of students is sitting on the campus.,0.4865717887878418
common_voice_pt_20069131,Isso deve obviamente ser um desafio para ela.,This obviously must be a challenge for her.,This must obviously be a challenge for her.,0.30660176277160645
common_voice_pt_20069129,Um homem usa ferramentas para trabalhar em um portão mecânico.,A man uses tools to work on an electric gate.,A man uses tools to work on a mechanical gate.,0.3126225471496582
common_voice_pt_19612296,Esta é a imagem de seis crianças asiáticas com pandeiros,This is the image of six Asian children with tambourines.,This is the image of six Asian children with pandeiros.,0.318695068359375
common_voice_pt_19612298,Eu sou tão prisioneiro quanto você.,I am as much a prisoner as you.,I am as much a prisoner as you.,0.27451658248901367
common_voice_pt_19612297,Um homem e seu filho no lago,A man and his son at the lake.,A man and his son in the lake.,0.24678587913513184
common_voice_pt_19612295,Karen não virá hoje.,Karen is not coming today.,Karen won't come today.,0.2310013771057129
common_voice_pt_19612294,Ele gostou da água em seu copo.,He enjoyed the water in his glass.,He liked the water in his glass.,0.27547502517700195
common_voice_pt_20069762,Dois homens que jogam o frisbee ao ar livre em um campo.,Two men playing frisbee in a field outdoors.,Two men playing frisbee outdoors in a field.,0.3501150608062744
common_voice_pt_20069765,"É um clube privado, apenas para as pessoas mais respeitáveis.","It’s a private club, only accessible to the most respectable people.",It's a private club only for the most respectable people.,0.33644628524780273
common_voice_pt_20069761,Eu preciso de horários de filmes,I need the movie showing time.,I need movie schedules.,0.2248368263244629
common_voice_pt_20069763,Atrás da cruz está o diabo.,Behind the cross is the devil.,"And now, where did the devil come from?",0.30092811584472656
common_voice_pt_20115858,Algumas crianças estão jogando em um forte.,Some children are playing in a fort.,Some children are playing in a fortress.,0.26267027854919434
common_voice_pt_20115857,Mantenha-nos longe de maio poeira e lama agosto.,Keep us away from dusty May and muddy August.,"Keep us away from May, dust and mud, August.",0.3174927234649658
common_voice_pt_20115856,Óculos espessos ajudaram-no a ler a impressão.,Thick glasses helped him to read the printout.,Thick glasses helped him read the print.,0.2889387607574463
common_voice_pt_19895796,Cinco trabalhadores da construção civil em capacetes e coletes amarelos estão ocupados no trabalho.,Five construction workers in yellow helmets and vests are busy at work.,Five construction workers in helmets and yellow vest are busy at work.,0.39402127265930176
common_voice_pt_19895792,Construído janeiro décimo nono? dezenove dezessete? o monumento está celebrando agora o seu centenário.,"Building January nineteenth? Nineteen seventeen? The monument is now celebrating, it's centenary.","Built in January 1917, the monument is now celebrating its centenary.",0.45497679710388184
common_voice_pt_19895793,As pessoas tomam lições de kickboxing no parque.,People take kickboxing lessons at the park.,People take kickboxing lessons in the park.,0.3395986557006836
common_voice_pt_19895790,Uma competição em cavalos em um dia bonito entre o verde.,A horse's competition on a beautiful day among the green.,A horse race on a beautiful day between green.,0.29558491706848145
common_voice_pt_19438866,A caneta é mais forte do que a espada.,The pen is stronger than the sword.,The pen is stronger than the sword.,0.24095368385314941
common_voice_pt_19438867,É sábio compreender o todo.,It's wise to understand the whole.,It is wise to understand the whole.,0.23739838600158691
common_voice_pt_19438868,Ele estava tão longe que seu rosto nem era visível.,He was so far away that his face wasn't even visible.,He was so far away that his face wasn't even visible.,0.3472933769226074
common_voice_pt_19438865,Senhas fortes não precisam ser difíceis de lembrar.,Strong passwords don't have to be difficult to remember.,Strong passwords don't need to be difficult to remember.,0.318082332611084
common_voice_pt_19438869,Acho melhor eu ir embora.,I think I should go.,I think it's better for me to leave.,0.2687196731567383
common_voice_pt_19804619,Um chá de limão pode ser ótimo para beber neste verão.,A lemon tea may be a great choice to drink this summer.,A lemon tea is great to drink this summer.,0.31606602668762207
common_voice_pt_19804620,Fumar em locais onde é proibido por razões de segurança e higiene.,Smoking in places where it's prohibited for safety and hygiene reasons.,Smoking in places where it is forbidden for safety and hygiene reasons.,0.39888572692871094
common_voice_pt_19804621,Um homem jogando Papai Noel com óculos no nariz.,A man playing Santa Claus with his glasses over his nose.,A man playing Santa with glasses on his nose.,0.3129234313964844
common_voice_pt_19804622,Pense no que você gostaria de melhorar em sua versão personalizada.,Think about what you would like to improve in your customized version.,Think about what you would like to improve in your custom version.,0.4033081531524658
common_voice_pt_19804623,Mas como?,But how?,But how?,0.17520737648010254
common_voice_pt_19401553,Paris parecer ser um bom destino.,Paris seems to be a good destination.,Paris seems to be a good destination.,0.2510366439819336
common_voice_pt_19401555,A Tailândia acabou sendo um feriado muito satisfatório.,Thailand turned out to be a satisfying holiday.,Thailand ended up being a very satisfying holiday.,0.34174156188964844
common_voice_pt_19401551,"""Muito melhor?"" disse o velho.","""Much better?"" said the old man.","Much better, said the old man.",0.25803208351135254
common_voice_pt_19401554,Não é possível voltar pelos caminhos agitados.,It's not possible to go back to rough paths.,You can't go back by the agitated paths.,0.30069708824157715
common_voice_pt_19401552,A viagem estava chegando ao fim,The trip was coming to an end,The trip was coming to an end.,0.3278486728668213
common_voice_pt_19488121,Isto é para você.,This is for you.,This is for you.,0.2737607955932617
common_voice_pt_19488122,Eu quero ouvir Merry Go Round por Gary Nichols do Groove Shark por favor.,"I want to hear Merry Go Round by Gary Nichols from Groove Shark, please.","I want to hear Mary Go Round by Gary Nichols from Grill Shark, please.",0.5564208030700684
common_voice_pt_19488123,Quatro mulheres que jogam o hóquei lutam sobre um disco.,Four women playing hockey fight over a puck.,Four women who play hockey fight over a record.,0.38699936866760254
common_voice_pt_19488120,Não havia como todos saberem sobre alquimia.,It wasn't possible for everyone to know about alchemy.,There was no way to know about alchemy.,0.4199836254119873
common_voice_pt_19488119,Uma tigela de arroz.,A rice bowl.,A rice brick.,0.28864049911499023
common_voice_pt_19629836,Três colegas de equipe na ação em um campo de grama.,Three teammates in action in a grass field.,Three teammates in action in a grass field.,0.4249863624572754
common_voice_pt_19629829,Encontre filmes animados na área.,Find animated movies in the area.,Find animated movies in the area.,0.3325519561767578
common_voice_pt_19629831,Um homem velho em uma jaqueta vermelha está dormindo lá fora.,An old man in a red jacket is sleeping outside.,An old man in a red jacket is sleeping outside.,0.4309816360473633
common_voice_pt_19629833,Um homem está cantando em um microfone e outro homem está tocando violão.,A man is singing with a microphone and another man is playing the guitar.,A man is singing in a microphone and another man is playing the guitar.,0.6157920360565186
common_voice_pt_19629838,Qual será o tempo aqui?,How long will you be here?,What will the weather be like here?,0.3407406806945801
common_voice_pt_19401456,Você acha que Steven teria deixado você manter isso?,Do you think Steven would have allowed you to keep this?,Do you think Steven would have let you keep it?,0.27236485481262207
common_voice_pt_19401455,Esta pessoa está escalando o lado de uma montanha.,This person is climbing the side of a mountain.,This person is climbing a mountain.,0.2688453197479248
common_voice_pt_19401457,Infelizmente! meu sonho de se tornar um sussurro de esquilo pode nunca acontecer.,Unfortunately! My dream of becoming a squirrel whisperer may never happen.,"Unfortunately, my dreams turned into suspicions that it could never happen.",0.38762640953063965
common_voice_pt_19401454,Eu irei explicar isso na classe hoje.,I will explain this in class today.,I will explain this in class today.,0.25742435455322266
common_voice_pt_19401458,Até mesmo Wenchuang tem que colocar novos elementos.,Even Wenchuang has to add new elements.,Even Wen Chuan has to set new limits.,0.298504114151001
common_voice_pt_19817912,Um homem olha para uma pilha de melões carregados em um veículo,A man looks to a pile of melons being carried by a vehicle.,A man looks at a pile of melons loaded in a vehicle.,0.37569189071655273
common_voice_pt_19817909,Semeie a salsa em maio e durante todo o ano você a terá.,Plant parsley in May and you will have it throughout the year.,Sow the sauce in May and you will have it all year round.,0.3180234432220459
common_voice_pt_19817908,Estar constantemente brigando,Constantly fighting.,Being constantly fighting.,0.23110055923461914
common_voice_pt_19817910,Eu estou tão feliz.,I'm so happy.,I am so happy.,0.2064201831817627
common_voice_pt_19817911,Por favor carteiro,Please postman.,"Please, postman.",0.21590662002563477
common_voice_pt_19549941,Uma família indiana está unida em um corpo de água olhando para fora.,An Indian family is united in a waterbody looking out of it.,An Indian family is united in a body of water looking out.,0.3045942783355713
common_voice_pt_19549942,"Durante os testes de entrada, todos os candidatos terão acesso aos vestiários.","During the tests, all candidates will have access to the locker rooms.","During the entrance tests, all candidates will have access to the dressing room.",0.38477563858032227
